,Date,HomeTeam,AwayTeam,RunsHome,RunsAway,Inn,Win,Loss,Save,Time,Attendance
18,"Friday, Apr 23",CLE,NYY,3.0,5.0,9.0,Luetge,Allen,Chapman,3:17,8662.0
19,"Saturday, Apr 24",CLE,NYY,1.0,2.0,9.0,Cole,Bieber,Loaisiga,3:05,8817.0
20,"Sunday, Apr 25",CLE,NYY,7.0,3.0,9.0,Hentges,Taillon,None,3:07,8766.0
21,"Monday, Apr 26",CLE,MIN,5.0,3.0,10.0,Clase,Colome,None,3:10,4555.0
22,"Tuesday, Apr 27",CLE,MIN,7.0,4.0,9.0,Civale,Maeda,Karinchak,3:07,6303.0
23,"Wednesday, Apr 28",CLE,MIN,2.0,10.0,9.0,Happ,Allen,None,3:00,5903.0
31,"Friday, May 7",CLE,CIN,0.0,3.0,9.0,Miley,Clase,None,2:34,7803.0
32,"Saturday, May 8",CLE,CIN,9.0,2.0,9.0,Civale,Castillo,None,3:08,9968.0
33,"Tuesday, May 11",CLE,CHC,3.0,2.0,9.0,Bieber,Alzolay,Clase,2:56,8024.0
34,"Wednesday, May 12",CLE,CHC,2.0,1.0,10.0,Karinchak,Thompson,None,3:50,8589.0
42,"Friday, May 21",CLE,MIN,0.0,10.0,9.0,Dobnak,McKenzie,None,3:10,11675.0
43,"Saturday, May 22",CLE,MIN,5.0,3.0,10.0,Karinchak,Colome,None,3:34,11505.0
44,"Sunday, May 23",CLE,MIN,5.0,8.0,10.0,Robles,Karinchak,Duffey,3:44,9805.0
49,"Friday, May 28",CLE,TOR,2.0,11.0,7.0,Ryu,Morgan,None,2:55,9198.0
50,"Sunday, May 30 (1)",CLE,TOR,1.0,4.0,7.0,Stripling,Civale,Romano,2:05,
51,"Sunday, May 30 (2)",CLE,TOR,6.0,5.0,7.0,Clase,Chatwood,None,2:08,11690.0
52,"Monday, May 31 (1)",CLE,CHW,6.0,8.0,8.0,Heuer,Karinchak,Bummer,2:45,
53,"Monday, May 31 (2)",CLE,CHW,3.0,1.0,7.0,Maton,Lambert,Clase,2:21,10726.0
54,"Tuesday, Jun 1",CLE,CHW,6.0,5.0,9.0,Bieber,Cease,Karinchak,3:00,7132.0
60,"Friday, Jun 11",CLE,SEA,7.0,0.0,9.0,Civale,Dunn,None,2:56,22970.0
61,"Saturday, Jun 12",CLE,SEA,5.0,4.0,10.0,Karinchak,Sewald,None,3:41,20116.0
62,"Sunday, Jun 13",CLE,SEA,2.0,6.0,9.0,Gilbert,Bieber,None,3:17,17371.0
63,"Monday, Jun 14",CLE,BAL,4.0,3.0,9.0,Sandlin,Kremer,Clase,2:46,11181.0
64,"Tuesday, Jun 15",CLE,BAL,7.0,2.0,9.0,Karinchak,Harvey,None,3:21,12025.0
65,"Wednesday, Jun 16",CLE,BAL,8.0,7.0,9.0,Civale,Akin,Clase,3:05,12825.0
66,"Thursday, Jun 17",CLE,BAL,10.0,3.0,9.0,Stephan,Lopez,None,3:03,15121.0
75,"Monday, Jun 28",CLE,DET,13.0,5.0,9.0,Morgan,Manning,None,2:58,13128.0
76,"Wednesday, Jun 30 (1)",CLE,DET,4.0,9.0,7.0,Funkhouser,Shaw,None,2:55,
77,"Wednesday, Jun 30 (2)",CLE,DET,1.0,7.0,7.0,Peralta,Allen,None,2:27,11627.0
78,"Thursday, Jul 1",CLE,HOU,2.0,7.0,9.0,Valdez,Mejia,None,3:04,13772.0
79,"Friday, Jul 2",CLE,HOU,3.0,6.0,9.0,McCullers,Hentges,Pressly,3:29,24337.0
80,"Saturday, Jul 3",CLE,HOU,2.0,3.0,9.0,Odorizzi,Morgan,Pressly,3:24,24961.0
81,"Sunday, Jul 4",CLE,HOU,3.0,4.0,10.0,Taylor,Clase,Raley,3:16,17412.0
85,"Thursday, Jul 8",CLE,KCR,7.0,4.0,9.0,Karinchak,Holland,None,3:10,13272.0
86,"Friday, Jul 9",CLE,KCR,2.0,1.0,9.0,Karinchak,Brentz,None,2:26,21395.0
87,"Saturday, Jul 10",CLE,KCR,14.0,6.0,9.0,Quantrill,Minor,None,3:20,24077.0
94,"Thursday, Jul 22",CLE,TBR,4.0,5.0,10.0,Fairbanks,Shaw,Castillo,3:39,19338.0
95,"Friday, Jul 23",CLE,TBR,5.0,10.0,9.0,Wisler,Wittgren,None,3:05,23180.0
96,"Saturday, Jul 24",CLE,TBR,2.0,8.0,9.0,Head,Mejia,None,2:59,23324.0
97,"Sunday, Jul 25",CLE,TBR,3.0,2.0,9.0,Karinchak,Wisler,Clase,2:46,18614.0
98,"Tuesday, Jul 27",CLE,STL,2.0,4.0,9.0,Wainwright,Shaw,Reyes,2:51,19480.0
99,"Wednesday, Jul 28",CLE,STL,7.0,2.0,9.0,Plesac,Kim,None,3:08,19927.0
107,"Friday, Aug 6",CLE,DET,6.0,1.0,9.0,Quantrill,Manning,Clase,3:11,24485.0
108,"Saturday, Aug 7",CLE,DET,1.0,2.0,9.0,Alexander,Morgan,Soto,2:39,24560.0
109,"Sunday, Aug 8",CLE,DET,7.0,5.0,9.0,Shaw,Ramirez,Clase,3:02,19899.0
110,"Monday, Aug 9",CLE,CIN,9.0,3.0,9.0,Garza,Castillo,None,3:09,10708.0
111,"Tuesday, Aug 10",CLE,OAK,3.0,4.0,10.0,Trivino,Wittgren,Chafin,3:42,13041.0
112,"Wednesday, Aug 11",CLE,OAK,3.0,6.0,9.0,Diekman,Sandlin,Trivino,3:14,13560.0
113,"Thursday, Aug 12",CLE,OAK,0.0,17.0,9.0,Bassitt,Morgan,None,3:27,16559.0
120,"Friday, Aug 20",CLE,LAA,9.0,1.0,9.0,Stephan,Barria,None,3:02,22755.0
121,"Saturday, Aug 21",CLE,LAA,5.0,1.0,9.0,McKenzie,Detmers,None,2:50,31406.0
122,"Sunday, Aug 22",CLE,LAA,3.0,0.0,9.0,Quantrill,Suarez,Clase,2:47,1832.0
123,"Tuesday, Aug 24",CLE,TEX,3.0,7.0,9.0,Hearn,Morgan,None,3:14,11369.0
124,"Wednesday, Aug 25",CLE,TEX,7.0,2.0,9.0,Plesac,Latz,None,2:56,11398.0
125,"Thursday, Aug 26",CLE,TEX,10.0,6.0,9.0,Stephan,Lyles,None,3:12,10827.0
126,"Friday, Aug 27",CLE,BOS,3.0,4.0,9.0,Rodriguez,Karinchak,Ottavino,2:58,20881.0
127,"Saturday, Aug 28",CLE,BOS,3.0,5.0,10.0,Whitlock,Wittgren,Ottavino,3:59,26221.0
128,"Sunday, Aug 29",CLE,BOS,7.0,5.0,9.0,Shaw,Davis,Clase,3:22,22883.0
135,"Monday, Sep 6",CLE,MIN,2.0,5.0,9.0,Pineda,Allen,Colome,2:52,12675.0
136,"Tuesday, Sep 7",CLE,MIN,0.0,3.0,9.0,Gant,Civale,Colome,3:39,10448.0
137,"Wednesday, Sep 8",CLE,MIN,0.0,3.0,9.0,Ryan,McKenzie,Duffey,2:23,11037.0
138,"Thursday, Sep 9",CLE,MIN,4.0,1.0,9.0,Quantrill,Albers,Clase,2:46,11846.0
139,"Friday, Sep 10",CLE,MIL,3.0,10.0,9.0,Houser,Morgan,None,3:24,17667.0
140,"Saturday, Sep 11",CLE,MIL,0.0,3.0,9.0,Burnes,Plesac,Hader,2:39,20100.0
141,"Sunday, Sep 12",CLE,MIL,1.0,11.0,9.0,Lauer,Civale,Ashby,2:59,16332.0
148,"Monday, Sep 20 (1)",CLE,KCR,2.0,7.0,7.0,Singer,McKenzie,None,2:08,
149,"Monday, Sep 20 (2)",CLE,KCR,2.0,4.0,7.0,Tapia,Wittgren,Barlow,2:37,11459.0
150,"Tuesday, Sep 21",CLE,KCR,4.0,1.0,9.0,Quantrill,Lynch,Clase,2:35,23341.0
151,"Thursday, Sep 23 (1)",CLE,CHW,2.0,7.0,7.0,Bummer,Civale,None,2:46,11851.0
152,"Thursday, Sep 23 (2)",CLE,CHW,5.0,3.0,7.0,Clase,Ruiz,None,2:34,11336.0
153,"Friday, Sep 24",CLE,CHW,0.0,1.0,9.0,Cease,Stephan,Hendriks,2:48,18576.0
154,"Saturday, Sep 25",CLE,CHW,6.0,0.0,9.0,Morgan,Lynn,None,2:40,24082.0
155,"Sunday, Sep 26",CLE,CHW,2.0,5.0,9.0,Giolito,McKenzie,Hendriks,3:38,21957.0
156,"Monday, Sep 27",CLE,KCR,8.0,3.0,9.0,Quantrill,Kowar,None,2:44,13121.0
1,"Thursday, Apr 1",DET,CLE,3.0,2.0,9.0,Boyd,Bieber,Soto,3:03,8000.0
2,"Saturday, Apr 3",DET,CLE,5.0,2.0,9.0,Teheran,Plesac,Garcia,3:17,8000.0
3,"Sunday, Apr 4",DET,CLE,3.0,9.0,9.0,Civale,Norris,None,2:38,8000.0
4,"Monday, Apr 5",DET,MIN,6.0,15.0,9.0,Shoemaker,Urena,Dobnak,3:32,7232.0
5,"Tuesday, Apr 6",DET,MIN,4.0,3.0,10.0,Soto,Robles,None,4:00,7306.0
6,"Wednesday, Apr 7",DET,MIN,2.0,3.0,9.0,Maeda,Boyd,Colome,2:46,7568.0
17,"Wednesday, Apr 21 (1)",DET,PIT,2.0,3.0,7.0,Anderson,Fulmer,Rodriguez,2:16,7356.0
18,"Wednesday, Apr 21 (2)",DET,PIT,5.0,2.0,7.0,Turnbull,Yajure,Soto,1:55,7461.0
19,"Thursday, Apr 22",DET,PIT,2.0,4.0,9.0,Howard,Cisnero,Rodriguez,2:54,7314.0
20,"Friday, Apr 23",DET,KCR,2.0,6.0,9.0,Minor,Mize,None,3:02,8000.0
21,"Saturday, Apr 24",DET,KCR,1.0,2.0,9.0,Singer,Boyd,Staumont,2:10,8000.0
22,"Sunday, Apr 25",DET,KCR,0.0,4.0,9.0,Duffy,Skubal,None,3:23,8000.0
23,"Monday, Apr 26",DET,KCR,2.0,3.0,9.0,Keller,Turnbull,Staumont,2:56,7288.0
33,"Friday, May 7",DET,MIN,3.0,7.0,9.0,Shoemaker,Skubal,None,3:21,7377.0
34,"Saturday, May 8",DET,MIN,7.0,3.0,9.0,Fulmer,Duffey,None,3:38,8000.0
35,"Tuesday, May 11",DET,KCR,8.0,7.0,9.0,Soto,Barlow,None,3:40,7312.0
36,"Wednesday, May 12",DET,KCR,4.0,2.0,9.0,Mize,Duffy,Soto,2:42,7133.0
37,"Thursday, May 13",DET,KCR,4.0,3.0,9.0,Turnbull,Lynch,Fulmer,3:11,7369.0
38,"Friday, May 14",DET,CHC,2.0,4.0,9.0,Arrieta,Skubal,Kimbrel,2:31,8000.0
39,"Saturday, May 15",DET,CHC,9.0,8.0,10.0,Fulmer,Kimbrel,None,4:06,8000.0
40,"Sunday, May 16",DET,CHC,1.0,5.0,9.0,Hendricks,Boyd,None,2:52,8000.0
47,"Monday, May 24",DET,CLE,5.0,6.0,9.0,Mejia,Garcia,Clase,3:31,7832.0
48,"Tuesday, May 25",DET,CLE,1.0,4.0,9.0,Civale,Skubal,Karinchak,2:47,8000.0
49,"Wednesday, May 26",DET,CLE,1.0,0.0,9.0,Fulmer,Quantrill,Soto,2:39,7525.0
50,"Thursday, May 27",DET,CLE,2.0,5.0,9.0,Bieber,Boyd,None,3:06,8000.0
51,"Friday, May 28",DET,NYY,3.0,2.0,10.0,Garcia,Wilson,None,3:34,8000.0
52,"Saturday, May 29",DET,NYY,6.0,1.0,9.0,Turnbull,Garcia,None,2:54,8000.0
53,"Sunday, May 30",DET,NYY,6.0,2.0,9.0,Skubal,King,None,3:06,8000.0
60,"Tuesday, Jun 8",DET,SEA,5.0,3.0,9.0,Boyd,Gonzales,Cisnero,3:09,9081.0
61,"Wednesday, Jun 9",DET,SEA,6.0,9.0,11.0,Chargois,Norris,None,3:43,9162.0
62,"Thursday, Jun 10",DET,SEA,8.0,3.0,9.0,Jimenez,Sheffield,None,3:21,9290.0
63,"Friday, Jun 11",DET,CHW,4.0,5.0,10.0,Hendriks,Cisnero,Bummer,3:12,14163.0
64,"Saturday, Jun 12",DET,CHW,2.0,15.0,9.0,Cease,Urena,None,3:47,15913.0
65,"Sunday, Jun 13",DET,CHW,1.0,4.0,9.0,Rodon,Alexander,Hendriks,2:47,14093.0
73,"Tuesday, Jun 22",DET,STL,8.0,2.0,9.0,Funkhouser,Oviedo,None,3:13,13492.0
74,"Wednesday, Jun 23",DET,STL,6.0,2.0,9.0,Manning,Gant,None,3:12,13263.0
75,"Thursday, Jun 24",DET,HOU,3.0,12.0,9.0,Garcia,Urena,None,3:52,12656.0
76,"Saturday, Jun 26 (1)",DET,HOU,3.0,1.0,7.0,Mize,Valdez,Cisnero,2:06,12422.0
77,"Saturday, Jun 26 (2)",DET,HOU,2.0,3.0,7.0,McCullers,Fulmer,Pressly,2:21,13950.0
78,"Sunday, Jun 27",DET,HOU,2.0,1.0,10.0,Soto,Taylor,None,3:29,13532.0
82,"Friday, Jul 2",DET,CHW,2.0,8.0,9.0,Lynn,Mize,None,3:31,18185.0
83,"Saturday, Jul 3",DET,CHW,11.0,5.0,9.0,Skubal,Keuchel,None,3:07,17230.0
84,"Sunday, Jul 4",DET,CHW,6.0,5.0,9.0,Alexander,Giolito,Cisnero,3:25,15342.0
92,"Saturday, Jul 17 (1)",DET,MIN,1.0,0.0,7.0,Norris,Barnes,Soto,1:55,13747.0
93,"Saturday, Jul 17 (2)",DET,MIN,5.0,4.0,8.0,Jimenez,Rogers,None,2:56,31624.0
94,"Sunday, Jul 18",DET,MIN,7.0,0.0,9.0,Peralta,Happ,None,2:30,15854.0
95,"Monday, Jul 19",DET,TEX,14.0,0.0,9.0,Jimenez,Gibson,None,3:25,13704.0
96,"Tuesday, Jul 20",DET,TEX,4.0,1.0,9.0,Skubal,Dunning,Soto,2:33,13333.0
97,"Wednesday, Jul 21",DET,TEX,4.0,2.0,9.0,Manning,Lyles,Soto,2:27,21132.0
98,"Thursday, Jul 22",DET,TEX,7.0,5.0,9.0,Funkhouser,Foltynewicz,Soto,3:02,16033.0
105,"Thursday, Jul 29",DET,BAL,6.0,2.0,9.0,Mize,Wells,None,2:35,15833.0
106,"Friday, Jul 30",DET,BAL,3.0,4.0,9.0,Harvey,Skubal,Sulser,2:52,18861.0
107,"Saturday, Jul 31",DET,BAL,2.0,5.0,9.0,Means,Manning,Sulser,2:59,25132.0
108,"Sunday, Aug 1",DET,BAL,6.0,2.0,9.0,Ramirez,Watkins,None,2:56,17134.0
109,"Tuesday, Aug 3",DET,BOS,4.0,2.0,9.0,Funkhouser,Richards,Soto,3:24,15724.0
110,"Wednesday, Aug 4",DET,BOS,1.0,4.0,9.0,Rodriguez,Mize,Barnes,3:20,16633.0
111,"Thursday, Aug 5",DET,BOS,8.0,1.0,9.0,Skubal,Perez,None,3:14,19144.0
118,"Friday, Aug 13",DET,CLE,4.0,7.0,9.0,Plesac,Alexander,None,2:57,22107.0
119,"Saturday, Aug 14",DET,CLE,6.0,4.0,9.0,Fulmer,Shaw,Soto,3:27,32845.0
120,"Sunday, Aug 15",DET,CLE,0.0,11.0,9.0,McKenzie,Hutchison,None,2:51,25684.0
121,"Tuesday, Aug 17",DET,LAA,2.0,8.0,9.0,Mayers,Soto,None,3:30,24714.0
122,"Wednesday, Aug 18",DET,LAA,1.0,3.0,9.0,Ohtani,Skubal,Iglesias,2:25,27282.0
123,"Thursday, Aug 19",DET,LAA,10.0,13.0,9.0,Mayers,Fulmer,Warren,3:58,20847.0
129,"Friday, Aug 27",DET,TOR,2.0,1.0,9.0,Cisnero,Mayza,Soto,2:32,17259.0
130,"Saturday, Aug 28",DET,TOR,2.0,3.0,10.0,Romano,Funkhouser,None,3:39,18783.0
131,"Sunday, Aug 29",DET,TOR,1.0,2.0,9.0,Berrios,Boyd,Mayza,2:54,15956.0
132,"Monday, Aug 30",DET,MIN,2.0,3.0,9.0,Ober,Mize,Colome,2:42,13425.0
133,"Tuesday, Aug 31",DET,OAK,3.0,9.0,9.0,Guerra,Skubal,None,2:58,13853.0
134,"Wednesday, Sep 1",DET,OAK,8.0,6.0,9.0,Jimenez,Puk,Soto,3:13,12593.0
135,"Thursday, Sep 2",DET,OAK,6.0,8.0,9.0,Montas,Manning,Romo,3:36,11623.0
142,"Friday, Sep 10",DET,TBR,10.0,4.0,9.0,Cisnero,Fairbanks,None,3:26,18321.0
143,"Saturday, Sep 11",DET,TBR,2.0,7.0,9.0,Enns,Mize,None,2:49,18842.0
144,"Sunday, Sep 12",DET,TBR,8.0,7.0,11.0,Funkhouser,Feyereisen,None,3:48,13396.0
145,"Tuesday, Sep 14",DET,MIL,1.0,0.0,11.0,Garcia,Strickland,None,3:16,12433.0
146,"Wednesday, Sep 15",DET,MIL,4.0,1.0,9.0,Manning,Woodruff,Fulmer,2:46,11321.0
151,"Monday, Sep 20",DET,CHW,4.0,3.0,9.0,Hutchison,Kimbrel,Lange,2:56,12884.0
152,"Tuesday, Sep 21",DET,CHW,5.0,3.0,9.0,Garcia,Fry,Fulmer,3:27,10585.0
153,"Friday, Sep 24",DET,KCR,1.0,3.0,9.0,Tapia,Lange,Barlow,3:07,24877.0
154,"Saturday, Sep 25",DET,KCR,5.0,1.0,9.0,Hutchison,Tapia,Fulmer,3:00,16424.0
155,"Sunday, Sep 26",DET,KCR,1.0,2.0,9.0,Bubic,Peralta,Barlow,3:18,23788.0
156,"Monday, Sep 27",DET,CHW,7.0,8.0,9.0,Keuchel,Manning,Hendriks,3:44,11044.0
7,"Thursday, Apr 8",HOU,OAK,6.0,2.0,9.0,Javier,Irvin,None,3:10,21765.0
8,"Friday, Apr 9",HOU,OAK,2.0,6.0,9.0,Petit,Abreu,None,3:14,21768.0
9,"Saturday, Apr 10",HOU,OAK,3.0,7.0,9.0,Montas,Urquidy,None,3:14,21760.0
10,"Monday, Apr 12",HOU,DET,2.0,6.0,9.0,Mize,Greinke,None,3:04,15779.0
11,"Tuesday, Apr 13",HOU,DET,2.0,8.0,9.0,Boyd,Odorizzi,None,3:27,17080.0
12,"Wednesday, Apr 14",HOU,DET,4.0,6.0,9.0,Fulmer,McCullers,Garcia,4:00,14720.0
18,"Thursday, Apr 22",HOU,LAA,8.0,2.0,9.0,Javier,Cobb,None,3:43,13985.0
19,"Friday, Apr 23",HOU,LAA,5.0,4.0,10.0,Pressly,Iglesias,None,3:33,21728.0
20,"Saturday, Apr 24",HOU,LAA,16.0,2.0,9.0,Emanuel,Canning,None,3:20,21820.0
21,"Sunday, Apr 25",HOU,LAA,2.0,4.0,9.0,Rodriguez,Garcia,Iglesias,3:04,21781.0
22,"Monday, Apr 26",HOU,SEA,5.0,2.0,9.0,Urquidy,Sheffield,Pressly,3:07,11862.0
23,"Tuesday, Apr 27",HOU,SEA,2.0,0.0,9.0,Javier,Gonzales,Pressly,2:40,14413.0
24,"Wednesday, Apr 28",HOU,SEA,7.0,5.0,9.0,Smith,Montero,Stanek,3:29,12707.0
25,"Thursday, Apr 29",HOU,SEA,0.0,1.0,9.0,Kikuchi,Garcia,Graveman,2:43,14149.0
32,"Friday, May 7",HOU,TOR,10.0,4.0,9.0,Urquidy,Stripling,None,3:14,25410.0
33,"Saturday, May 8",HOU,TOR,4.0,8.0,9.0,Matz,Javier,None,3:09,25794.0
34,"Sunday, May 9",HOU,TOR,7.0,4.0,9.0,Abreu,Pearson,Pressly,3:30,24355.0
35,"Monday, May 10",HOU,LAA,4.0,5.0,9.0,Suarez,Bielak,Iglesias,3:57,13695.0
36,"Tuesday, May 11",HOU,LAA,5.0,1.0,9.0,McCullers,Slegers,None,2:33,17350.0
37,"Wednesday, May 12",HOU,LAA,9.0,1.0,9.0,Bielak,Heaney,None,2:52,13668.0
38,"Thursday, May 13",HOU,TEX,4.0,3.0,11.0,Raley,Martin,None,3:44,16340.0
39,"Friday, May 14",HOU,TEX,10.0,4.0,9.0,Greinke,Benjamin,None,3:01,24495.0
40,"Saturday, May 15",HOU,TEX,6.0,5.0,9.0,Garcia,Dunning,Pressly,3:26,25858.0
41,"Sunday, May 16",HOU,TEX,6.0,2.0,9.0,Raley,Rodriguez,None,3:03,26069.0
48,"Tuesday, May 25",HOU,LAD,2.0,9.0,9.0,Kershaw,Greinke,None,3:27,34443.0
49,"Wednesday, May 26",HOU,LAD,5.0,2.0,9.0,Garcia,Bauer,Abreu,3:05,30939.0
50,"Friday, May 28",HOU,SDP,3.0,10.0,11.0,Melancon,Raley,None,4:43,32045.0
51,"Saturday, May 29",HOU,SDP,8.0,11.0,12.0,Adams,Garza,Diaz,5:08,31323.0
52,"Sunday, May 30",HOU,SDP,7.0,4.0,9.0,Greinke,Snell,None,2:47,29019.0
53,"Monday, May 31",HOU,BOS,11.0,2.0,9.0,Urquidy,Rodriguez,None,3:15,28543.0
54,"Tuesday, Jun 1",HOU,BOS,5.0,1.0,9.0,Garcia,Richards,None,3:23,23449.0
55,"Wednesday, Jun 2",HOU,BOS,2.0,1.0,9.0,Valdez,Pivetta,Pressly,2:57,22664.0
56,"Thursday, Jun 3",HOU,BOS,1.0,5.0,9.0,Perez,Odorizzi,None,3:07,24853.0
66,"Tuesday, Jun 15",HOU,TEX,6.0,3.0,10.0,Pressly,Evans,None,3:34,26379.0
67,"Wednesday, Jun 16",HOU,TEX,8.0,4.0,9.0,Greinke,Lyles,None,3:01,22735.0
68,"Thursday, Jun 17",HOU,CHW,10.0,2.0,9.0,Urquidy,Cease,None,2:45,21795.0
69,"Friday, Jun 18",HOU,CHW,2.0,1.0,9.0,Pressly,Crochet,None,2:46,30898.0
70,"Saturday, Jun 19",HOU,CHW,7.0,3.0,9.0,Valdez,Lynn,None,3:10,35210.0
71,"Sunday, Jun 20",HOU,CHW,8.0,2.0,9.0,McCullers,Keuchel,None,3:18,39821.0
79,"Monday, Jun 28",HOU,BAL,7.0,9.0,9.0,Fry,Bielak,Plutko,4:19,24419.0
80,"Tuesday, Jun 29",HOU,BAL,3.0,13.0,9.0,Wells,Garza,Tate,3:53,30346.0
81,"Wednesday, Jun 30",HOU,BAL,2.0,5.0,9.0,Scott,Garcia,Sulser,3:34,28124.0
86,"Tuesday, Jul 6",HOU,OAK,9.0,6.0,9.0,Abreu,Wendelken,Pressly,3:15,26353.0
87,"Wednesday, Jul 7",HOU,OAK,4.0,3.0,9.0,Taylor,Manaea,Pressly,2:58,21150.0
88,"Thursday, Jul 8",HOU,OAK,1.0,2.0,9.0,Montas,McCullers,Diekman,2:52,29243.0
89,"Friday, Jul 9",HOU,NYY,0.0,4.0,9.0,Luetge,Odorizzi,None,3:14,40857.0
90,"Saturday, Jul 10",HOU,NYY,0.0,1.0,9.0,Cole,Greinke,None,3:00,41259.0
91,"Sunday, Jul 11",HOU,NYY,8.0,7.0,9.0,Garza,Green,None,3:38,37928.0
95,"Monday, Jul 19",HOU,CLE,4.0,3.0,9.0,Greinke,Mejia,Pressly,3:25,21963.0
96,"Tuesday, Jul 20",HOU,CLE,9.0,3.0,9.0,Garcia,McKenzie,None,3:13,26586.0
97,"Wednesday, Jul 21",HOU,CLE,4.0,5.0,9.0,Shaw,Pruitt,Karinchak,3:07,21712.0
98,"Friday, Jul 23",HOU,TEX,7.0,3.0,9.0,Bielak,Allard,None,3:15,38853.0
99,"Saturday, Jul 24",HOU,TEX,4.0,1.0,9.0,Valdez,Gibson,None,3:10,37050.0
100,"Sunday, Jul 25",HOU,TEX,3.0,1.0,9.0,Greinke,Santana,Pressly,2:59,35627.0
109,"Thursday, Aug 5",HOU,MIN,3.0,5.0,9.0,Jax,Valdez,Colome,3:14,26208.0
110,"Friday, Aug 6",HOU,MIN,4.0,5.0,11.0,Minaya,Montero,None,3:54,29631.0
111,"Saturday, Aug 7",HOU,MIN,4.0,0.0,9.0,Garcia,Pineda,None,2:55,29647.0
112,"Sunday, Aug 8",HOU,MIN,5.0,7.0,9.0,Maeda,McCullers,Colome,4:07,26825.0
113,"Tuesday, Aug 10",HOU,COL,5.0,0.0,9.0,Odorizzi,Gray,None,3:28,28931.0
114,"Wednesday, Aug 11",HOU,COL,5.0,1.0,9.0,Valdez,Senzatela,None,3:04,22200.0
122,"Friday, Aug 20",HOU,SEA,12.0,3.0,9.0,McCullers,Kikuchi,None,3:05,26899.0
123,"Saturday, Aug 21",HOU,SEA,15.0,1.0,9.0,Odorizzi,Gilbert,None,3:22,29908.0
124,"Sunday, Aug 22",HOU,SEA,3.0,6.0,11.0,Sewald,Stanek,Ramirez,3:58,27526.0
125,"Monday, Aug 23",HOU,KCR,1.0,7.0,9.0,Lynch,Greinke,None,3:35,18742.0
126,"Tuesday, Aug 24",HOU,KCR,4.0,0.0,9.0,Garcia,Singer,None,3:21,22964.0
127,"Wednesday, Aug 25",HOU,KCR,6.0,5.0,10.0,Graveman,Payamps,None,3:45,21052.0
137,"Monday, Sep 6",HOU,SEA,11.0,2.0,9.0,McCullers,Kikuchi,Bielak,3:23,25802.0
138,"Tuesday, Sep 7",HOU,SEA,5.0,4.0,10.0,Stanek,Ramirez,None,3:29,20353.0
139,"Wednesday, Sep 8",HOU,SEA,5.0,8.0,9.0,Castillo,Pressly,None,3:46,19089.0
140,"Friday, Sep 10",HOU,LAA,10.0,5.0,9.0,Valdez,Ohtani,None,3:37,28740.0
141,"Saturday, Sep 11",HOU,LAA,2.0,4.0,9.0,Suarez,Garcia,Iglesias,3:42,31547.0
142,"Sunday, Sep 12",HOU,LAA,3.0,1.0,9.0,McCullers,Quijada,Pressly,3:19,28763.0
147,"Friday, Sep 17",HOU,ARI,4.0,3.0,10.0,Stanek,Clippard,None,3:40,22595.0
148,"Saturday, Sep 18",HOU,ARI,4.0,6.0,10.0,Wendelken,Garcia,Clippard,3:44,25314.0
149,"Sunday, Sep 19",HOU,ARI,7.0,6.0,9.0,Solomon,Sittinger,Pressly,3:17,23888.0
157,"Tuesday, Sep 28",HOU,TBR,4.0,3.0,9.0,Maton,Fleming,None,2:59,32297.0
158,"Wednesday, Sep 29",HOU,TBR,,,,,,,,
159,"Thursday, Sep 30",HOU,TBR,,,,,,,,
160,"Friday, Oct 1",HOU,OAK,,,,,,,,
161,"Saturday, Oct 2",HOU,OAK,,,,,,,,
162,"Sunday, Oct 3",HOU,OAK,,,,,,,,
1,"Thursday, Apr 1",KCR,TEX,14.0,10.0,9.0,Hernandez,Cody,Davis,4:26,9155.0
2,"Saturday, Apr 3",KCR,TEX,11.0,4.0,9.0,Minor,Sborz,None,2:53,8889.0
3,"Sunday, Apr 4",KCR,TEX,3.0,7.0,9.0,Lyles,Singer,None,2:53,8869.0
8,"Monday, Apr 12",KCR,LAA,3.0,10.0,9.0,Cobb,Singer,None,3:28,6962.0
9,"Tuesday, Apr 13",KCR,LAA,3.0,2.0,9.0,Duffy,Bundy,Holland,2:57,6404.0
10,"Wednesday, Apr 14",KCR,LAA,6.0,1.0,9.0,Keller,Canning,None,3:10,6814.0
11,"Thursday, Apr 15",KCR,TOR,7.0,5.0,9.0,Junis,Kay,Barlow,2:51,6266.0
12,"Saturday, Apr 17 (1)",KCR,TOR,1.0,5.0,7.0,Matz,Minor,None,2:10,9048.0
13,"Saturday, Apr 17 (2)",KCR,TOR,3.0,2.0,7.0,Holland,Payamps,None,2:21,8950.0
14,"Sunday, Apr 18",KCR,TOR,2.0,0.0,9.0,Zimmer,Zeuch,Holland,2:54,9042.0
15,"Monday, Apr 19",KCR,TBR,1.0,4.0,9.0,Fleming,Duffy,None,3:00,5589.0
16,"Tuesday, Apr 20",KCR,TBR,7.0,14.0,9.0,Kittredge,Keller,Richards,3:35,4481.0
17,"Wednesday, Apr 21",KCR,TBR,9.0,8.0,9.0,Barlow,Castillo,None,3:13,5053.0
27,"Monday, May 3",KCR,CLE,6.0,8.0,9.0,Shaw,Junis,Clase,3:40,6919.0
28,"Tuesday, May 4",KCR,CLE,3.0,7.0,9.0,Wittgren,Staumont,None,3:39,5997.0
