,Date,HomeTeam,AwayTeam,RunsHome,RunsAway,Inn,Win,Loss,Save,Time,Attendance
93,"Sunday, Jul 18",PIT,NYM,6.0,7.0,9.0,Familia,Rodriguez,May,3:49,17837.0
100,"Tuesday, Jul 27",PIT,MIL,0.0,9.0,9.0,Anderson,Oviedo,None,2:54,10618.0
101,"Wednesday, Jul 28",PIT,MIL,3.0,7.0,9.0,Houser,Kranick,None,3:01,10204.0
102,"Thursday, Jul 29",PIT,MIL,0.0,12.0,9.0,Peralta,Kuhl,None,3:07,10503.0
103,"Friday, Jul 30",PIT,PHI,7.0,0.0,9.0,Crowe,Velasquez,None,3:33,20591.0
104,"Saturday, Jul 31",PIT,PHI,3.0,2.0,9.0,Stratton,Alvarado,None,2:59,32071.0
105,"Sunday, Aug 1",PIT,PHI,4.0,15.0,9.0,Gibson,Keller,None,3:44,17875.0
113,"Tuesday, Aug 10",PIT,STL,1.0,4.0,9.0,Happ,Brault,Reyes,2:51,10056.0
114,"Wednesday, Aug 11",PIT,STL,0.0,4.0,9.0,Wainwright,Crowe,None,2:52,8548.0
115,"Thursday, Aug 12",PIT,STL,6.0,7.0,9.0,McFarland,Brubaker,Reyes,3:39,8676.0
116,"Saturday, Aug 14 (1)",PIT,MIL,14.0,4.0,7.0,Shreve,Anderson,None,2:43,16991.0
117,"Saturday, Aug 14 (2)",PIT,MIL,0.0,6.0,7.0,Boxberger,Keller,None,2:34,24081.0
118,"Sunday, Aug 15",PIT,MIL,1.0,2.0,9.0,Suter,Peters,Hader,3:09,12001.0
125,"Monday, Aug 23",PIT,ARI,6.0,5.0,9.0,Banda,Ramirez,Bednar,3:40,8596.0
126,"Tuesday, Aug 24",PIT,ARI,4.0,2.0,9.0,Brubaker,Bumgarner,Stratton,2:46,8478.0
127,"Wednesday, Aug 25",PIT,ARI,2.0,5.0,9.0,de Geus,Banda,Clippard,3:18,8357.0
128,"Thursday, Aug 26",PIT,STL,11.0,7.0,9.0,Kuhl,Cabrera,None,3:07,8618.0
129,"Friday, Aug 27",PIT,STL,3.0,4.0,9.0,Happ,Peters,Reyes,3:18,12662.0
130,"Saturday, Aug 28",PIT,STL,0.0,13.0,9.0,Wainwright,Brault,None,3:45,20043.0
131,"Sunday, Aug 29",PIT,STL,4.0,3.0,9.0,Stratton,Reyes,None,3:00,10290.0
138,"Monday, Sep 6",PIT,DET,6.0,3.0,9.0,Shreve,Funkhouser,Bednar,2:46,11141.0
139,"Tuesday, Sep 7",PIT,DET,3.0,2.0,9.0,Howard,Lange,Stratton,3:16,8329.0
140,"Wednesday, Sep 8",PIT,DET,1.0,5.0,9.0,Hutchison,Keller,None,2:51,8382.0
141,"Friday, Sep 10",PIT,WSN,4.0,3.0,9.0,Kuhl,Murphy,None,2:52,11808.0
142,"Saturday, Sep 11",PIT,WSN,10.0,7.0,9.0,Keller,Baldonado,Stratton,3:53,17993.0
143,"Sunday, Sep 12",PIT,WSN,2.0,6.0,9.0,Corbin,Wilson,Finnegan,3:06,9714.0
144,"Tuesday, Sep 14",PIT,CIN,6.0,5.0,9.0,Peters,Miley,Stratton,3:00,8896.0
145,"Wednesday, Sep 15",PIT,CIN,5.0,4.0,9.0,Stratton,Givens,None,3:03,9320.0
146,"Thursday, Sep 16",PIT,CIN,0.0,1.0,9.0,Mahle,Ponce,Givens,3:05,9102.0
157,"Tuesday, Sep 28",PIT,CHC,8.0,6.0,9.0,De Los Santos,Morgan,Stratton,3:04,9218.0
158,"Wednesday, Sep 29",PIT,CHC,,,,,,,,
159,"Thursday, Sep 30",PIT,CHC,,,,,,,,
160,"Friday, Oct 1",PIT,CIN,,,,,,,,
161,"Saturday, Oct 2",PIT,CIN,,,,,,,,
162,"Sunday, Oct 3",PIT,CIN,,,,,,,,
1,"Thursday, Apr 1",SDP,ARI,8.0,7.0,9.0,Pagan,Young,Melancon,3:26,10350.0
2,"Friday, Apr 2",SDP,ARI,4.0,2.0,9.0,Pagan,Kelly,Melancon,3:53,10350.0
3,"Saturday, Apr 3",SDP,ARI,7.0,0.0,9.0,Musgrove,Smith,Weathers,2:58,10350.0
4,"Sunday, Apr 4",SDP,ARI,1.0,3.0,9.0,Widener,Paddack,Devenski,3:19,10350.0
5,"Monday, Apr 5",SDP,SFG,2.0,3.0,9.0,Baragar,Stammen,McGee,3:35,10350.0
6,"Tuesday, Apr 6",SDP,SFG,3.0,1.0,9.0,Kela,Wisler,Melancon,2:53,10350.0
7,"Wednesday, Apr 7",SDP,SFG,2.0,3.0,10.0,McGee,Hill,Peralta,3:21,10350.0
15,"Friday, Apr 16",SDP,LAD,6.0,11.0,12.0,Price,Hill,None,4:57,15250.0
16,"Saturday, Apr 17",SDP,LAD,0.0,2.0,9.0,Kershaw,Darvish,Gonzalez,3:12,15250.0
17,"Sunday, Apr 18",SDP,LAD,5.0,2.0,9.0,Kela,Alexander,Melancon,3:12,15250.0
18,"Monday, Apr 19",SDP,MIL,1.0,3.0,9.0,Woodruff,Musgrove,Hader,2:49,15250.0
19,"Tuesday, Apr 20",SDP,MIL,0.0,6.0,9.0,Burnes,Paddack,None,2:50,15250.0
20,"Wednesday, Apr 21",SDP,MIL,2.0,4.0,9.0,Suter,Kela,Hader,3:40,15250.0
27,"Friday, Apr 30",SDP,SFG,3.0,2.0,9.0,Darvish,Webb,Melancon,3:15,15250.0
28,"Saturday, May 1",SDP,SFG,6.0,2.0,9.0,Snell,DeSclafani,None,2:56,15250.0
29,"Sunday, May 2",SDP,SFG,1.0,7.0,9.0,Gausman,Musgrove,None,3:10,15250.0
30,"Monday, May 3",SDP,PIT,2.0,0.0,9.0,Hill,Anderson,Melancon,2:41,15250.0
31,"Tuesday, May 4",SDP,PIT,1.0,2.0,9.0,Keller,Weathers,Rodriguez,2:59,15250.0
32,"Wednesday, May 5",SDP,PIT,4.0,2.0,9.0,Stammen,Underwood,Melancon,3:21,15250.0
39,"Friday, May 14",SDP,STL,5.0,4.0,9.0,Musgrove,Oviedo,Melancon,4:08,15250.0
40,"Saturday, May 15",SDP,STL,13.0,3.0,9.0,Diaz,Wainwright,None,3:31,15250.0
41,"Sunday, May 16",SDP,STL,5.0,3.0,9.0,Lamet,Kim,Melancon,3:32,15250.0
42,"Monday, May 17",SDP,COL,7.0,0.0,9.0,Darvish,Gray,None,2:55,15250.0
43,"Tuesday, May 18",SDP,COL,2.0,1.0,10.0,Johnson,Bard,None,3:40,15250.0
44,"Wednesday, May 19",SDP,COL,3.0,0.0,9.0,Musgrove,Gonzalez,Melancon,2:52,15250.0
45,"Friday, May 21",SDP,SEA,16.0,1.0,9.0,Paddack,Flexen,None,3:34,15250.0
46,"Saturday, May 22",SDP,SEA,6.0,4.0,9.0,Stammen,Sheffield,Melancon,3:06,15250.0
47,"Sunday, May 23",SDP,SEA,9.0,2.0,9.0,Darvish,Misiewicz,None,2:55,15250.0
58,"Thursday, Jun 3",SDP,NYM,4.0,3.0,9.0,Darvish,Walker,Melancon,3:35,15250.0
59,"Friday, Jun 4",SDP,NYM,2.0,0.0,9.0,Snell,Lucchesi,Melancon,3:07,16268.0
60,"Saturday, Jun 5",SDP,NYM,0.0,4.0,9.0,deGrom,Musgrove,None,3:25,16644.0
61,"Sunday, Jun 6",SDP,NYM,2.0,6.0,9.0,Stroman,Paddack,None,3:17,16120.0
62,"Monday, Jun 7",SDP,CHC,9.0,4.0,9.0,Weathers,Alzolay,None,3:42,16045.0
63,"Tuesday, Jun 8",SDP,CHC,1.0,7.0,9.0,Davies,Lamet,None,2:51,16207.0
64,"Wednesday, Jun 9",SDP,CHC,1.0,3.0,9.0,Brothers,Darvish,Kimbrel,2:58,16482.0
71,"Thursday, Jun 17",SDP,CIN,6.0,4.0,9.0,Johnson,Garrett,None,3:07,40362.0
72,"Friday, Jun 18",SDP,CIN,8.0,2.0,9.0,Paddack,Santillan,None,3:33,33456.0
73,"Saturday, Jun 19",SDP,CIN,7.0,5.0,9.0,Crismatt,Hembree,Melancon,3:24,38765.0
74,"Sunday, Jun 20",SDP,CIN,3.0,2.0,9.0,Lamet,Castillo,Melancon,3:00,38004.0
75,"Monday, Jun 21",SDP,LAD,6.0,2.0,9.0,Darvish,Urias,None,3:38,42220.0
76,"Tuesday, Jun 22",SDP,LAD,3.0,2.0,9.0,Snell,Kershaw,Melancon,3:09,42667.0
77,"Wednesday, Jun 23",SDP,LAD,5.0,3.0,9.0,Hill,Treinen,Melancon,3:30,43691.0
78,"Friday, Jun 25",SDP,ARI,11.0,5.0,9.0,Ramirez,Martin,None,3:31,32583.0
79,"Saturday, Jun 26",SDP,ARI,1.0,10.0,9.0,Kelly,Lamet,None,3:35,40557.0
80,"Sunday, Jun 27",SDP,ARI,5.0,4.0,9.0,Hill,Peacock,Melancon,3:27,34905.0
87,"Monday, Jul 5",SDP,WSN,5.0,7.0,9.0,Suero,Hill,Hand,3:44,33168.0
88,"Tuesday, Jul 6",SDP,WSN,7.0,4.0,9.0,Weathers,Fedde,Melancon,3:25,29977.0
89,"Wednesday, Jul 7",SDP,WSN,5.0,15.0,9.0,Corbin,Paddack,None,3:32,26353.0
90,"Thursday, Jul 8",SDP,WSN,9.0,8.0,9.0,Melancon,Clay,None,3:40,29434.0
91,"Friday, Jul 9",SDP,COL,4.0,2.0,9.0,Diaz,Freeland,Melancon,3:00,34953.0
92,"Saturday, Jul 10",SDP,COL,0.0,3.0,9.0,Marquez,Musgrove,Bard,3:06,42351.0
93,"Sunday, Jul 11",SDP,COL,1.0,3.0,9.0,Gray,Stammen,Bard,3:13,38235.0
104,"Tuesday, Jul 27",SDP,OAK,7.0,4.0,9.0,Paddack,Kaprielian,Melancon,3:08,40162.0
105,"Wednesday, Jul 28",SDP,OAK,4.0,10.0,9.0,Manaea,Snell,None,3:28,35351.0
106,"Thursday, Jul 29",SDP,COL,3.0,0.0,9.0,Musgrove,Freeland,Melancon,2:53,31884.0
107,"Friday, Jul 30",SDP,COL,4.0,9.0,9.0,Gray,Weathers,None,3:17,38686.0
108,"Saturday, Jul 31",SDP,COL,3.0,5.0,9.0,Marquez,Darvish,Bard,3:13,44144.0
109,"Sunday, Aug 1",SDP,COL,8.0,1.0,9.0,Stammen,Gomber,None,3:02,36247.0
112,"Friday, Aug 6",SDP,ARI,5.0,8.0,9.0,Peacock,Weathers,Poppen,3:09,34038.0
113,"Saturday, Aug 7",SDP,ARI,6.0,2.0,9.0,Pomeranz,de Geus,None,3:18,39134.0
114,"Sunday, Aug 8",SDP,ARI,2.0,0.0,9.0,Snell,Bumgarner,Melancon,2:43,30989.0
115,"Monday, Aug 9",SDP,MIA,8.0,3.0,9.0,Musgrove,Thompson,None,3:06,26841.0
116,"Tuesday, Aug 10",SDP,MIA,6.0,5.0,9.0,Johnson,Bleier,Melancon,3:24,32060.0
117,"Wednesday, Aug 11",SDP,MIA,0.0,7.0,9.0,Alcantara,Weathers,None,3:07,29753.0
125,"Friday, Aug 20",SDP,PHI,3.0,4.0,9.0,Neris,Snell,Kennedy,3:38,40927.0
126,"Saturday, Aug 21",SDP,PHI,4.0,3.0,10.0,Melancon,Brogdon,None,3:43,43383.0
127,"Sunday, Aug 22",SDP,PHI,4.0,7.0,9.0,Gibson,Weathers,None,3:20,38548.0
128,"Tuesday, Aug 24",SDP,LAD,2.0,5.0,9.0,Urias,Johnson,Jansen,3:23,41676.0
129,"Wednesday, Aug 25",SDP,LAD,3.0,5.0,16.0,Knebel,Camarena,Greene,5:49,41765.0
130,"Thursday, Aug 26",SDP,LAD,0.0,4.0,9.0,Scherzer,Darvish,None,3:01,43383.0
136,"Friday, Sep 3",SDP,HOU,3.0,6.0,9.0,Taylor,Pagan,Pressly,3:37,37033.0
137,"Saturday, Sep 4",SDP,HOU,10.0,2.0,9.0,Musgrove,Valdez,None,3:21,35338.0
138,"Sunday, Sep 5",SDP,HOU,4.0,3.0,9.0,Melancon,Stanek,None,2:58,35007.0
139,"Tuesday, Sep 7",SDP,LAA,0.0,4.0,9.0,Herget,Snell,None,2:53,34405.0
140,"Wednesday, Sep 8",SDP,LAA,8.0,5.0,9.0,Darvish,Mayers,Melancon,3:31,34537.0
151,"Tuesday, Sep 21",SDP,SFG,5.0,6.0,9.0,Watson,Melancon,Rogers,3:45,36439.0
152,"Wednesday, Sep 22",SDP,SFG,6.0,8.0,9.0,Doval,Velasquez,None,3:56,38189.0
153,"Thursday, Sep 23",SDP,SFG,7.0,6.0,10.0,Detwiler,Leone,None,4:10,31049.0
154,"Friday, Sep 24",SDP,ATL,0.0,4.0,9.0,Fried,Knehr,None,2:28,33265.0
155,"Saturday, Sep 25",SDP,ATL,8.0,10.0,10.0,Rodriguez,Hudson,Smith,4:07,39026.0
156,"Sunday, Sep 26",SDP,ATL,3.0,4.0,9.0,Minter,Johnson,Smith,3:48,41294.0
7,"Friday, Apr 9",SFG,COL,3.0,1.0,9.0,Cueto,Gomber,McGee,2:54,7390.0
8,"Saturday, Apr 10",SFG,COL,4.0,3.0,9.0,Baragar,Bowden,McGee,3:13,6176.0
9,"Sunday, Apr 11",SFG,COL,4.0,0.0,9.0,DeSclafani,Marquez,None,3:00,6560.0
10,"Monday, Apr 12",SFG,CIN,0.0,3.0,9.0,Miley,Sanchez,Sims,2:35,3662.0
11,"Tuesday, Apr 13",SFG,CIN,7.0,6.0,9.0,Peralta,Pérez,McGee,3:11,3673.0
12,"Wednesday, Apr 14",SFG,CIN,3.0,0.0,9.0,Cueto,Mahle,McGee,2:30,6409.0
19,"Thursday, Apr 22",SFG,MIA,3.0,0.0,9.0,Sanchez,Castano,McGee,2:26,4580.0
20,"Friday, Apr 23",SFG,MIA,5.0,3.0,9.0,Wood,Alcantara,None,2:41,6657.0
21,"Saturday, Apr 24",SFG,MIA,2.0,5.0,9.0,Floro,Santos,None,2:46,8282.0
22,"Sunday, Apr 25",SFG,MIA,4.0,3.0,9.0,Webb,Campbell,Rogers,3:10,7572.0
23,"Monday, Apr 26",SFG,COL,12.0,0.0,9.0,DeSclafani,Gomber,None,2:27,4129.0
24,"Tuesday, Apr 27",SFG,COL,5.0,7.0,10.0,Bard,Santos,Estevez,3:30,5595.0
25,"Wednesday, Apr 28",SFG,COL,7.0,3.0,9.0,Wood,Marquez,None,3:20,6163.0
32,"Friday, May 7",SFG,SDP,5.0,4.0,9.0,Doval,Kela,McGee,3:34,9219.0
33,"Saturday, May 8",SFG,SDP,7.0,1.0,9.0,Gausman,Musgrove,None,3:02,9764.0
34,"Sunday, May 9",SFG,SDP,1.0,11.0,9.0,Weathers,Cueto,None,3:08,10008.0
35,"Monday, May 10",SFG,TEX,3.0,1.0,9.0,Wood,King,McGee,2:47,7450.0
36,"Tuesday, May 11",SFG,TEX,4.0,2.0,9.0,Webb,Lyles,McGee,3:00,7268.0
45,"Friday, May 21",SFG,LAD,1.0,2.0,9.0,Bauer,Wood,Treinen,2:55,12753.0
46,"Saturday, May 22",SFG,LAD,3.0,6.0,9.0,Buehler,Kazmir,Jansen,2:54,13660.0
47,"Sunday, May 23",SFG,LAD,5.0,11.0,9.0,Urias,DeSclafani,None,3:06,13346.0
54,"Monday, May 31",SFG,LAA,6.0,1.0,9.0,Cueto,Bundy,None,2:58,13144.0
55,"Tuesday, Jun 1",SFG,LAA,1.0,8.0,9.0,Heaney,Wood,None,2:52,10546.0
56,"Thursday, Jun 3",SFG,CHC,7.0,2.0,9.0,DeSclafani,Davies,None,3:05,10737.0
57,"Friday, Jun 4",SFG,CHC,8.0,5.0,9.0,Menez,Arrieta,Rogers,3:14,11524.0
58,"Saturday, Jun 5",SFG,CHC,4.0,3.0,9.0,Gausman,Stewart,Rogers,3:04,12792.0
59,"Sunday, Jun 6",SFG,CHC,3.0,4.0,9.0,Hendricks,Cueto,Kimbrel,3:01,14089.0
66,"Monday, Jun 14",SFG,ARI,5.0,2.0,9.0,Wood,Peacock,McGee,2:59,9906.0
67,"Tuesday, Jun 15",SFG,ARI,9.0,8.0,9.0,Sherfy,Castellanos,Rogers,3:03,9867.0
68,"Wednesday, Jun 16",SFG,ARI,13.0,7.0,9.0,DeSclafani,Kelly,None,3:36,11004.0
69,"Thursday, Jun 17",SFG,ARI,10.0,3.0,9.0,Gausman,Gallen,None,2:54,13144.0
70,"Friday, Jun 18",SFG,PHI,5.0,3.0,9.0,Cueto,Velasquez,McGee,3:02,16170.0
71,"Saturday, Jun 19",SFG,PHI,6.0,13.0,9.0,Suarez,Garcia,None,3:47,16774.0
72,"Sunday, Jun 20",SFG,PHI,11.0,2.0,9.0,Long,Eflin,None,2:51,18265.0
75,"Friday, Jun 25",SFG,OAK,2.0,0.0,9.0,Cueto,Manaea,McGee,2:23,36928.0
76,"Saturday, Jun 26",SFG,OAK,6.0,5.0,10.0,McGee,Smith,None,4:05,33168.0
77,"Sunday, Jun 27",SFG,OAK,2.0,6.0,9.0,Irvin,Long,None,2:57,35920.0
84,"Monday, Jul 5",SFG,STL,3.0,5.0,9.0,Kim,Gausman,None,3:04,32644.0
85,"Tuesday, Jul 6",SFG,STL,5.0,6.0,9.0,Wainwright,Cueto,Miller,3:28,18785.0
86,"Wednesday, Jul 7",SFG,STL,5.0,2.0,9.0,Wood,Oviedo,McGee,3:07,19067.0
87,"Friday, Jul 9",SFG,WSN,5.0,3.0,9.0,Garcia,Clay,McGee,2:57,27345.0
88,"Saturday, Jul 10",SFG,WSN,10.0,4.0,9.0,DeSclafani,Lester,None,3:27,25901.0
89,"Sunday, Jul 11",SFG,WSN,3.0,1.0,9.0,Gausman,Fedde,McGee,2:53,26639.0
97,"Friday, Jul 23",SFG,PIT,4.0,6.0,9.0,Stratton,Leone,Rodriguez,3:28,26579.0
98,"Saturday, Jul 24",SFG,PIT,2.0,10.0,9.0,Crowe,Gausman,None,3:27,30780.0
99,"Sunday, Jul 25",SFG,PIT,6.0,1.0,9.0,Wood,Brubaker,None,2:54,30303.0
100,"Tuesday, Jul 27",SFG,LAD,2.0,1.0,9.0,Rogers,Treinen,McGee,2:49,32878.0
101,"Wednesday, Jul 28",SFG,LAD,0.0,8.0,9.0,Buehler,DeSclafani,None,3:10,33728.0
102,"Thursday, Jul 29",SFG,LAD,5.0,0.0,9.0,Cueto,Price,None,2:45,35136.0
103,"Friday, Jul 30",SFG,HOU,6.0,9.0,9.0,Valdez,Gausman,None,3:58,28020.0
104,"Saturday, Jul 31",SFG,HOU,8.0,6.0,9.0,Jackson,Taylor,McGee,3:11,27324.0
105,"Sunday, Aug 1",SFG,HOU,5.0,3.0,9.0,Webb,Garcia,McGee,3:01,29655.0
113,"Tuesday, Aug 10",SFG,ARI,8.0,7.0,9.0,Littell,Peacock,None,3:10,23802.0
114,"Wednesday, Aug 11",SFG,ARI,7.0,2.0,9.0,Gausman,Kelly,None,3:14,20037.0
115,"Thursday, Aug 12",SFG,COL,7.0,0.0,9.0,Webb,Marquez,None,2:44,24295.0
116,"Friday, Aug 13",SFG,COL,5.0,4.0,9.0,DeSclafani,Gomber,Littell,3:13,36126.0
117,"Saturday, Aug 14",SFG,COL,1.0,4.0,9.0,Freeland,Leone,Bard,3:07,32282.0
118,"Sunday, Aug 15",SFG,COL,5.0,2.0,9.0,Wood,Gray,McGee,2:53,33337.0
119,"Monday, Aug 16",SFG,NYM,7.0,5.0,9.0,Gausman,Castro,McGee,3:23,23511.0
120,"Tuesday, Aug 17",SFG,NYM,3.0,2.0,9.0,Webb,Stroman,Leone,2:27,23610.0
121,"Wednesday, Aug 18",SFG,NYM,2.0,6.0,12.0,Familia,Chatwood,None,4:02,25360.0
131,"Monday, Aug 30",SFG,MIL,1.0,3.0,9.0,Burnes,Alvarez,Hader,3:15,23154.0
132,"Tuesday, Aug 31",SFG,MIL,2.0,6.0,9.0,Woodruff,Cueto,None,3:10,20897.0
133,"Wednesday, Sep 1",SFG,MIL,2.0,5.0,9.0,Norris,Leone,Hader,3:45,21189.0
134,"Thursday, Sep 2",SFG,MIL,5.0,1.0,9.0,Rogers,Williams,None,2:31,21023.0
135,"Friday, Sep 3",SFG,LAD,3.0,2.0,11.0,Garcia,Phillips,None,4:32,39338.0
136,"Saturday, Sep 4",SFG,LAD,1.0,6.0,9.0,Urias,Jackson,None,3:28,41146.0
137,"Sunday, Sep 5",SFG,LAD,6.0,4.0,9.0,Littell,Buehler,None,3:22,41155.0
144,"Monday, Sep 13",SFG,SDP,9.0,1.0,9.0,Littell,Darvish,None,2:51,21078.0
145,"Tuesday, Sep 14",SFG,SDP,6.0,1.0,9.0,DeSclafani,Arrieta,None,3:17,23192.0
146,"Wednesday, Sep 15",SFG,SDP,6.0,9.0,9.0,Musgrove,Leone,None,4:06,21212.0
147,"Thursday, Sep 16",SFG,SDP,4.0,7.0,9.0,Crismatt,Gausman,None,3:39,23379.0
148,"Friday, Sep 17",SFG,ATL,6.0,5.0,11.0,Doval,Webb,None,3:15,26644.0
149,"Saturday, Sep 18",SFG,ATL,2.0,0.0,9.0,Littell,Morton,Leone,2:40,32058.0
150,"Sunday, Sep 19",SFG,ATL,0.0,3.0,9.0,Fried,DeSclafani,Smith,2:51,32210.0
157,"Tuesday, Sep 28",SFG,ARI,6.0,4.0,9.0,Alvarez,Poppen,Doval,3:42,28122.0
158,"Wednesday, Sep 29",SFG,ARI,,,,,,,,
159,"Thursday, Sep 30",SFG,ARI,,,,,,,,
160,"Friday, Oct 1",SFG,SDP,,,,,,,,
161,"Saturday, Oct 2",SFG,SDP,,,,,,,,
162,"Sunday, Oct 3",SFG,SDP,,,,,,,,
7,"Thursday, Apr 8",STL,MIL,3.0,1.0,9.0,Gallegos,Rasmussen,Reyes,3:05,13328.0
8,"Saturday, Apr 10",STL,MIL,5.0,9.0,9.0,Houser,Martinez,None,3:43,13304.0
9,"Sunday, Apr 11",STL,MIL,3.0,9.0,9.0,Anderson,Ponce de Leon,None,3:04,13176.0
10,"Monday, Apr 12",STL,WSN,2.0,5.0,9.0,Finnegan,Gant,Hand,3:20,12894.0
11,"Tuesday, Apr 13",STL,WSN,14.0,3.0,9.0,Flaherty,Strasburg,None,3:24,12714.0
12,"Wednesday, Apr 14",STL,WSN,0.0,6.0,9.0,Ross,Wainwright,None,3:11,13206.0
19,"Friday, Apr 23",STL,CIN,5.0,4.0,9.0,Kim,Gray,Reyes,3:15,13196.0
20,"Saturday, Apr 24",STL,CIN,2.0,0.0,9.0,Gant,Miley,Gallegos,2:33,13176.0
21,"Sunday, Apr 25",STL,CIN,5.0,2.0,9.0,Flaherty,Castillo,Reyes,2:49,13348.0
22,"Monday, Apr 26",STL,PHI,1.0,2.0,9.0,Wheeler,Wainwright,Neris,2:22,12866.0
23,"Tuesday, Apr 27",STL,PHI,5.0,2.0,9.0,Martinez,Eflin,Reyes,2:42,12895.0
24,"Wednesday, Apr 28",STL,PHI,3.0,5.0,9.0,Kintzler,Cabrera,Neris,3:19,12701.0
25,"Thursday, Apr 29",STL,PHI,4.0,3.0,10.0,Reyes,Hale,None,3:10,13159.0
29,"Monday, May 3",STL,NYM,6.0,5.0,9.0,Wainwright,Lucchesi,Reyes,3:20,12686.0
30,"Wednesday, May 5 (1)",STL,NYM,4.0,1.0,7.0,Helsley,Stroman,Reyes,2:28,
31,"Wednesday, May 5 (2)",STL,NYM,2.0,7.0,7.0,Yamamoto,Oviedo,None,2:40,13187.0
32,"Thursday, May 6",STL,NYM,1.0,4.0,9.0,Walker,Gant,Diaz,3:19,12939.0
33,"Friday, May 7",STL,COL,5.0,0.0,9.0,Flaherty,Gomber,None,2:42,13435.0
34,"Saturday, May 8",STL,COL,9.0,8.0,9.0,Martinez,Gonzalez,Reyes,3:39,13390.0
35,"Sunday, May 9",STL,COL,2.0,0.0,9.0,Wainwright,Marquez,Helsley,2:48,13380.0
42,"Tuesday, May 18",STL,PIT,5.0,2.0,9.0,Gant,Brubaker,Reyes,2:53,14005.0
43,"Wednesday, May 19",STL,PIT,8.0,5.0,9.0,Flaherty,Cahill,Reyes,3:46,14677.0
44,"Friday, May 21",STL,CHC,3.0,12.0,9.0,Hendricks,Helsley,None,3:17,24282.0
45,"Saturday, May 22",STL,CHC,2.0,1.0,9.0,Cabrera,Alzolay,Reyes,2:47,26027.0
46,"Sunday, May 23",STL,CHC,1.0,2.0,10.0,Kimbrel,Reyes,None,3:38,24082.0
57,"Thursday, Jun 3",STL,CIN,2.0,4.0,9.0,Gutiérrez,Wainwright,Sims,3:07,15327.0
58,"Friday, Jun 4",STL,CIN,4.0,6.0,9.0,Castillo,Kim,Feliz,3:26,22756.0
59,"Saturday, Jun 5",STL,CIN,2.0,5.0,9.0,Mahle,Helsley,Sims,3:06,23365.0
60,"Sunday, Jun 6",STL,CIN,7.0,8.0,9.0,Hembree,Reyes,Sims,3:50,21152.0
61,"Tuesday, Jun 8",STL,CLE,1.0,10.0,9.0,Bieber,Martinez,None,3:10,16178.0
62,"Wednesday, Jun 9",STL,CLE,8.0,2.0,9.0,Wainwright,Mejia,None,2:59,16331.0
66,"Monday, Jun 14",STL,MIA,4.0,2.0,9.0,Gallegos,Floro,Reyes,3:02,24281.0
67,"Tuesday, Jun 15",STL,MIA,2.0,1.0,9.0,Reyes,Garcia,None,2:54,24736.0
68,"Wednesday, Jun 16",STL,MIA,1.0,0.0,9.0,Helsley,Alcantara,None,2:40,24682.0
75,"Thursday, Jun 24",STL,PIT,2.0,8.0,9.0,Kuhl,Martinez,None,3:10,33254.0
76,"Friday, Jun 25",STL,PIT,4.0,5.0,9.0,Crowe,Woodford,Rodriguez,3:46,34812.0
77,"Saturday, Jun 26",STL,PIT,3.0,1.0,9.0,Wainwright,Brubaker,Reyes,2:56,33058.0
78,"Sunday, Jun 27",STL,PIT,2.0,7.0,9.0,Kranick,Oviedo,None,2:53,25163.0
79,"Monday, Jun 28",STL,ARI,7.0,1.0,9.0,Gallegos,Young,None,3:33,27175.0
80,"Tuesday, Jun 29",STL,ARI,3.0,2.0,9.0,Martinez,Smith,Reyes,3:11,28740.0
81,"Wednesday, Jun 30",STL,ARI,7.0,4.0,9.0,Kim,Smith,Reyes,3:20,27235.0
91,"Friday, Jul 16",STL,SFG,2.0,7.0,9.0,Jackson,Wainwright,None,3:22,33743.0
92,"Saturday, Jul 17",STL,SFG,3.0,1.0,9.0,Kim,DeSclafani,Reyes,2:36,40489.0
93,"Sunday, Jul 18",STL,SFG,2.0,1.0,9.0,Cabrera,Brebbia,Reyes,3:02,29425.0
94,"Monday, Jul 19",STL,CHC,8.0,3.0,9.0,Woodford,Mills,None,3:00,38199.0
95,"Tuesday, Jul 20",STL,CHC,6.0,7.0,9.0,Maples,Reyes,Kimbrel,3:43,35402.0
96,"Wednesday, Jul 21",STL,CHC,3.0,2.0,10.0,McFarland,Kimbrel,None,4:09,37008.0
97,"Thursday, Jul 22",STL,CHC,3.0,2.0,9.0,Kim,Alzolay,Reyes,2:49,41412.0
103,"Friday, Jul 30",STL,MIN,5.0,1.0,9.0,Helsley,Duffey,None,2:45,34036.0
104,"Saturday, Jul 31",STL,MIN,1.0,8.0,9.0,Alcala,Woodford,None,2:58,33432.0
105,"Sunday, Aug 1",STL,MIN,7.0,3.0,9.0,Wainwright,Pineda,None,3:01,28975.0
106,"Tuesday, Aug 3",STL,ATL,1.0,6.0,9.0,Fried,Lester,None,2:39,31509.0
107,"Wednesday, Aug 4",STL,ATL,4.0,7.0,9.0,Martin,Gallegos,Smith,3:28,32205.0
108,"Thursday, Aug 5",STL,ATL,4.0,8.0,9.0,Santana,Gallegos,None,3:30,30549.0
109,"Friday, Aug 6",STL,KCR,4.0,2.0,9.0,Wainwright,Minor,Reyes,2:49,29090.0
110,"Saturday, Aug 7",STL,KCR,5.0,2.0,9.0,Garcia,Keller,Gallegos,3:07,36615.0
